"","AQIM_CARGO_ID","CARGO_FORM","CALENDAR_YR","CARGO_CATG","ORIGIN","CITY","STATE","QUANTITY","UNIT","INSP_QUANTITY","INSP_UNIT","INSP_METHOD","AG_RISK_FL","INTENDED_USE","COMMODITY_LIST","LOCATION","PORT_CD","ENTRY_NUM","CARGO_COMMODITY_ID","AQIM_COMMODITY","QUANTITY.y","UNIT.y","FND_IN_CARGO","PROHIBITED_FL","TREATMENT_FL","SMUGGLED_FL","PEST_FL","PEST_DATA","CONTAMNT_FL","CONTAMINENT","CREATE_DT","kstar","QUANTITY_INSP_UNITS","HYPER_SAMP_SIZE"
"1787","19052AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",59,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59,23
"1788","19053AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",38,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,20
"1789","19054AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",27,"Box/Carton",18,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,18
"1790","19055AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",39,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39,21
"1791","19056AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",19,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,15
"1792","19062AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"1793","19080AC","Air Cargo",2015,"Perishable","NLD","CHICAGO","IL",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Hydrangea sp. , CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"1794","19082AC","Air Cargo",2015,"Perishable","ETH","PALM BEACH","FL",1386,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Hypericum sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1386,29
"1795","19083AC","Air Cargo",2015,"Perishable","ETH","PALM BEACH","FL",224,"Box/Carton",27,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,27
"1796","19084AC","Air Cargo",2015,"Perishable","ETH","NEW YORK","NY",1600,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1600,29
"1797","19087AC","Air Cargo",2015,"Perishable","THA","EL GRANADA","CA",120,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,120,26
"1798","19091AC","Air Cargo",2015,"Perishable","NLD","NEW YORK","NY",16,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","N","","Anthurium sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,14
"1799","19092AC","Air Cargo",2015,"Perishable","THA","NORTH SEWELL","NJ",36,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36,20
"1800","19096AC","Air Cargo",2015,"Perishable","ISR","NEW YORK","NY",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Myrtus sp., CF","NJ Newark Air Cargo CBP",4601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"1801","19100AC","Air Cargo",2015,"Perishable","ETH","WILMINGTON","MA",130,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,130,26
"1802","19103NC","Northern Border Cargo",2015,"Perishable","CAN","OCONOMOWOC","WI",561,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","MI Port Huron CBP",3802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,561,28
"1803","19109AC","Air Cargo",2015,"Perishable","NLD","ARLINGTON","TX",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"1804","19112SC","Southern Border Cargo",2012,"Perishable","MEX","VISTA","CA",3300,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Helianthus sp., CF","CA Otay Mesa CBP",2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3300,29
"1805","19113SC","Southern Border Cargo",2012,"Perishable","MEX","VISTA","CA",25,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Matthiola sp., CF","CA Otay Mesa CBP",2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,17
"1806","19116AC","Air Cargo",2015,"Perishable","NLD","RIDGEFIELD","CT",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Hydrangea sp. , CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"1807","19120AC","Air Cargo",2015,"Perishable","KEN","STERLING","VA",28,"Box/Carton",18,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28,18
"1808","19128AC","Air Cargo",2015,"Perishable","NZL","ELK GROVE VILLAGE","IL",19,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Cymbidium sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,15
"1809","19136AC","Air Cargo",2015,"Perishable","CRI","BERKELEY HEIGHTS","NJ",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Bouquet mixed, CF","GA Atlanta CBP",1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"1810","19139AC","Air Cargo",2015,"Perishable","THA","KATY","TX",26,"Box/Carton",18,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,18
"1811","19140AC","Air Cargo",2015,"Perishable","KEN","STERLING","VA",100,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,25
"1812","19141AC","Air Cargo",2015,"Perishable","NLD","ARLINGTON","TX",44,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,21
"1813","19146AC","Air Cargo",2015,"Perishable","MYS","NEW YORK","NY",16,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","N","","Mokara sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,14
"1814","19149AC","Air Cargo",2015,"Perishable","MYS","NEW YORK","NY",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"1815","19152AC","Air Cargo",2015,"Perishable","PER","LOS ANGELES","CA",40,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Hydrangea sp. , CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,21
"1816","19159AC","Air Cargo",2015,"Perishable","ETH","NEW YORK","NY",5792,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5792,29
"1817","19162AC","Air Cargo",2015,"Perishable","THA","GRAND PRAIRIE","TX",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"1818","19165AC","Air Cargo",2015,"Perishable","NLD","LEXINGTON","MA",120,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Brassica Oleracea, CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,120,26
"1819","19179AC","Air Cargo",2015,"Perishable","THA","HOUSTON","TX",25,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,17
"1820","19187AC","Air Cargo",2015,"Perishable","NLD","FAIRFAX","VA",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Veronica sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"1821","19192AC","Air Cargo",2015,"Perishable","THA","GRAND PRAIRIE","TX",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"1822","19196AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",134,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,134,26
"1823","19197AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",38,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,20
"1824","19200AC","Air Cargo",2015,"Perishable","THA","COLLEGE POINT","NY",42,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42,21
"1825","19201AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"1826","19202AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"1827","19204AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",13,"Box/Carton",12,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,12
"1828","19205AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",110,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,110,26
"1829","19206AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",32,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32,19
"1830","19208AC","Air Cargo",2015,"Perishable","ETH","PALM BEACH","FL",3618,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Hypericum sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3618,29
"1831","19209AC","Air Cargo",2015,"Perishable","ETH","PALM BEACH","FL",496,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Veronica sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,496,28
"1832","19209SC","Southern Border Cargo",2012,"Perishable","MEX","VISTA","CA",1997,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","CA Otay Mesa CBP",2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1997,29
"1833","19210SC","Southern Border Cargo",2012,"Perishable","MEX","VISTA","CA",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Polianthes sp., CF","CA Otay Mesa CBP",2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"1834","19211SC","Southern Border Cargo",2012,"Perishable","MEX","VISTA","CA",4080,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Matthiola sp., CF","CA Otay Mesa CBP",2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4080,29
"1835","19217AC","Air Cargo",2015,"Perishable","NLD","ARLINGTON","TX",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"1836","19218AC","Air Cargo",2015,"Perishable","THA","KATY","TX",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"1837","19220AC","Air Cargo",2015,"Perishable","NLD","MINNEAPOLIS","MN",126,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Gerbera sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,126,26
"1838","19230AC","Air Cargo",2015,"Perishable","ETH","NEW YORK","NY",11764,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11764,29
"1839","19239AC","Air Cargo",2015,"Perishable","GTM","DALLAS","TX",91,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,91,25
"1840","19256AC","Air Cargo",2015,"Perishable","NLD","ARLINGTON","TX",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"1841","19259AC","Air Cargo",2015,"Perishable","THA","INGLEWOOD","CA",125,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,125,26
"1842","19260AC","Air Cargo",2015,"Perishable","THA","INGLEWOOD","CA",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Mokara sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"1843","19263AC","Air Cargo",2015,"Perishable","THA","LOS ANGELES","CA",47,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,47,22
"1844","19264AC","Air Cargo",2015,"Perishable","PER","REDONDO BEACH","CA",100,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Chamelaucium sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,25
"1845","19276AC","Air Cargo",2015,"Perishable","NZL","LOS ANGELES","CA",102,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Cymbidium sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,102,25
"1846","19277AC","Air Cargo",2015,"Perishable","ETH","PALM BEACH","FL",173,"Box/Carton",27,"Box/Carton","Hypergeometric Sample","N","","Hypericum sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,173,27
"1847","19278AC","Air Cargo",2015,"Perishable","THA","GRAND PRAIRIE","TX",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"1848","19285AC","Air Cargo",2015,"Perishable","NLD","MINNEAPOLIS","MN",48,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Brassica,  CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,48,22
"1849","19288SC","Southern Border Cargo",2012,"Perishable","MEX","MIAMI","FL",260,"Box/Carton",27,"Box/Carton","Hypergeometric Sample","N","","Bouquets rose, CF","TX Laredo CBP",2304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,260,27
"1850","19292AC","Air Cargo",2015,"Perishable","NLD","ARLINGTON","TX",18,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,15
"1851","19296AC","Air Cargo",2015,"Perishable","ETH","PALM BEACH","FL",4718,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Hypericum sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4718,29
"1852","19297AC","Air Cargo",2015,"Perishable","ETH","PALM BEACH","FL",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"1853","19300AC","Air Cargo",2015,"Perishable","ETH","PALM BEACH","FL",148,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Hypericum sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148,26
"1854","19305AC","Air Cargo",2015,"Perishable","COL","ANCHORAGE","AK",13,"Box/Carton",12,"Box/Carton","Hypergeometric Sample","N","","Chrysanthemum sp., CF","GA Atlanta CBP",1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,12
"1855","19310AC","Air Cargo",2015,"Perishable","KEN","ENGLEWOOD","TX",80,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Bouquet mixed, CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80,24
"1856","19311AC","Air Cargo",2015,"Perishable","NLD","ARLINGTON","TX",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Brassica Oleracea, CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"1857","19312AC","Air Cargo",2015,"Perishable","NLD","ARLINGTON","TX",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"1858","19316AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",54,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,23
"1859","19317AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",46,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46,22
"1860","19318AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",87,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,87,25
"1861","19319AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",45,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45,22
"1862","19320AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",36,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36,20
"1863","19321AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",13,"Box/Carton",12,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,12
"1864","19322AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",126,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,126,26
"1865","19323AC","Air Cargo",2015,"Perishable","THA","HONOLULU","HI",44,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,21
"1866","19331AC","Air Cargo",2015,"Perishable","KEN","ENGLEWOOD","NJ",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"1867","19338AC","Air Cargo",2015,"Perishable","THA","INGLEWOOD","CA",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"1868","19345AC","Air Cargo",2015,"Perishable","THA","HOUSTON","TX",16,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,14
"1869","19349AC","Air Cargo",2015,"Perishable","THA","INGLEWOOD","CA",43,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,21
"1870","19354AC","Air Cargo",2015,"Perishable","NLD","LEXINGTON","MA",13,"Box/Carton",12,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,12
"1871","19357AC","Air Cargo",2015,"Perishable","NLD","ARLINGTON","TX",31,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,19
"1872","19358AC","Air Cargo",2015,"Perishable","CRI","LEMONT","IL",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Cordyline sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"1873","19359AC","Air Cargo",2015,"Perishable","NLD","MINNEAPOLIS","MN",38,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Brassica,  CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,20
"1874","19361AC","Air Cargo",2015,"Perishable","THA","ROMEOVILLE","IL",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"1875","19363AC","Air Cargo",2015,"Perishable","CRI","BERKELEY","NJ",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Bouquet mixed, CF","GA Atlanta CBP",1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"1876","19366AC","Air Cargo",2015,"Perishable","KEN","ENGLEWOOD","NJ",50,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,4287,"Rosa sp., CF","50","Box/Carton","Associated with cargo","N","N","N","Y","APHTX153296207001 (Noctuidae, species of)","N","","Dec 3, 2015 7:19:46 PM",1,50,22
"1877","19368AC","Air Cargo",2015,"Perishable","NLD","CHICAGO","IL",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Hippeastrum sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
