"","AQIM_CARGO_ID","CARGO_FORM","CALENDAR_YR","CARGO_CATG","ORIGIN","CITY","STATE","QUANTITY","UNIT","INSP_QUANTITY","INSP_UNIT","INSP_METHOD","AG_RISK_FL","INTENDED_USE","COMMODITY_LIST","LOCATION","PORT_CD","ENTRY_NUM","CARGO_COMMODITY_ID","AQIM_COMMODITY","QUANTITY.y","UNIT.y","FND_IN_CARGO","PROHIBITED_FL","TREATMENT_FL","SMUGGLED_FL","PEST_FL","PEST_DATA","CONTAMNT_FL","CONTAMINENT","CREATE_DT","kstar","QUANTITY_INSP_UNITS","HYPER_SAMP_SIZE"
"1878","19372AC","Air Cargo",2015,"Perishable","FRA","JAMAICA","NY",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Anemone sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"1879","19373AC","Air Cargo",2015,"Perishable","GBR","RIDGEFIELD","CT",900,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Pittosporum sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,900,29
"1880","19375AC","Air Cargo",2015,"Perishable","THA","NORTH SEWELL","NY",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Delphinium sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"1881","19381AC","Air Cargo",2015,"Perishable","NLD","ARLINGTON","TX",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Hippeastrum sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"1882","19382AC","Air Cargo",2015,"Perishable","COL","SAN JUAN","PR",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Chrysanthemum sp., CF","GA Atlanta CBP",1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,16
"1883","19384AC","Air Cargo",2015,"Perishable","THA","EL GRANADA","CA",130,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,130,26
"1884","19392AC","Air Cargo",2015,"Perishable","NLD","ARLINGTON","TX",30,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,19
"1885","19411SC","Southern Border Cargo",2012,"Perishable","MEX","MIAMI","FL",480,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Bouquets rose, CF","TX Laredo CBP",2304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,480,28
"1886","19414AC","Air Cargo",2015,"Perishable","THA","INGLEWOOD","CA",26,"Box/Carton",18,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,18
"1887","19415AC","Air Cargo",2015,"Perishable","AUS","REDONDO BEACH","CA",51,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Ceratopetalum sp., CF","CA Los Angeles CBP",2720,NA,4294,"Ceratopetalum sp., CF","51","Box/Carton","Associated with cargo","N","N","N","Y","APLCA153383086001 (Cerotrioza nigromacula)","N","","Dec 15, 2015 5:50:18 PM",1,51,22
"1888","19418AC","Air Cargo",2015,"Perishable","NLD","ARLINGTON","TX",24,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Hippeastrum sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24,17
"1889","19420AC","Air Cargo",2015,"Perishable","CRI","BERKELEY HEIGHTS","NJ",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Bouquet mixed, CF","GA Atlanta CBP",1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"1890","19421AC","Air Cargo",2015,"Perishable","NLD","WILMINGTON","MA",107,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,107,25
"1891","19422AC","Air Cargo",2015,"Perishable","NLD","WILMINGTON","MA",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Hippeastrum sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"1892","19426AC","Air Cargo",2015,"Perishable","ESP","PALM BEACH","FL",1120,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Hypericum sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1120,29
"1893","19427AC","Air Cargo",2015,"Perishable","ETH","PALM BEACH","FL",112,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112,26
"1894","19437AC","Air Cargo",2015,"Perishable","CRI","LOS ANGELES","CA",46,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Alpinia sp., CF","CA Los Angeles CBP",2720,NA,4304,"Alpinia sp., CF","46","Box/Carton","Associated with cargo","N","N","N","Y","APLCA153526516005 (Tetigoniidae), APLCA153526516006 (Pseudococcidae)","N","","Dec 22, 2015 7:22:09 PM",1,46,22
"1895","19438AC","Air Cargo",2015,"Perishable","CRI","LOS ANGELES","CA",25,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Cordyline sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,17
"1896","19451AC","Air Cargo",2015,"Perishable","ETH","PALM BEACH","FL",55,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Hypericum sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,23
"1897","19456AC","Air Cargo",2015,"Perishable","KEN","ENGLEWOOD","NJ",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"1898","19460AC","Air Cargo",2016,"Perishable","THA","GRAND PRAIRIE","TX",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,16
"1899","19462AC","Air Cargo",2015,"Perishable","NLD","INGLEWOOD","CA",23,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Cymbidium sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,17
"1900","19463AC","Air Cargo",2016,"Perishable","THA","INGLEWOOD","CA",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,16
"1901","19466AC","Air Cargo",2016,"Perishable","THA","INGLEWOOD","CA",37,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37,20
"1902","19468AC","Air Cargo",2015,"Perishable","JPN","JAMAICA","NY",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Ranunculus sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,16
"1903","19469AC","Air Cargo",2015,"Perishable","MYS","NEW YORK","NY",18,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,15
"1904","19470AC","Air Cargo",2015,"Perishable","ITA","JAMAICA","NY",36,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Ranunculus sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36,20
"1905","19475AC","Air Cargo",2016,"Perishable","THA","INGLEWOOD","CA",37,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37,20
"1906","19478AC","Air Cargo",2016,"Perishable","NLD","ARLINGTON","TX",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"1907","19483AC","Air Cargo",2016,"Perishable","IND","AMHERST","NY",14000,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Jasminum sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14000,29
"1908","19487AC","Air Cargo",2016,"Perishable","THA","INGLEWOOD","CA",58,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,58,23
"1909","19488AC","Air Cargo",2016,"Perishable","NLD","ARLINGTON","TX",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"1910","19500AC","Air Cargo",2016,"Perishable","NLD","ARLINGTON","TX",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"1911","19515AC","Air Cargo",2016,"Perishable","KEN","ENGLEWOOD","NJ",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"1912","19517AC","Air Cargo",2016,"Perishable","NLD","BOSTON","MA",128,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Iris sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,128,26
"1913","19518AC","Air Cargo",2016,"Perishable","NLD","BOSTON","MA",40,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Hyacinthus sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,21
"1914","19533NC","Northern Border Cargo",2015,"Perishable","CAN","BYRON CENTER","MI",110,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Helianthus sp., CF","MI Detroit CBP",3801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,110,26
"1915","19538AC","Air Cargo",2016,"Perishable","NLD","LEXINGTON","MA",30,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,19
"1916","19540AC","Air Cargo",2016,"Perishable","FRA","JAMAICA","NY",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Mimosa sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"1917","19544AC","Air Cargo",2016,"Perishable","THA","COLLEGE POINT","NY",96,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96,25
"1918","19547AC","Air Cargo",2016,"Perishable","ISR","LOS ANGELES","CA",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Eustoma sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"1919","19549AC","Air Cargo",2016,"Perishable","NLD","ARLINGTON","TX",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Amaryllis sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"1920","19550AC","Air Cargo",2016,"Perishable","ETH","NEW YORK","NY",2220,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2220,29
"1921","19555AC","Air Cargo",2016,"Perishable","NLD","LOS ANGELES","CA",31,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Forsythia sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,19
"1922","19561AC","Air Cargo",2016,"Perishable","CRI","DALLAS","TX",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Alpinia sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,4336,"Alpinia sp., CF","480","Stems","Associated with cargo","N","N","N","Y","APHTX160220914001 (pseudococcidae)","N","","Jan 29, 2016 2:16:43 PM",1,10,10
"1923","19565AC","Air Cargo",2016,"Perishable","THA","EL GRANADA","CA",80,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80,24
"1924","19578AC","Air Cargo",2015,"Perishable","NLD","RIDGEFIELD","CT",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"1925","19582AC","Air Cargo",2016,"Perishable","THA","SAN BRUNO","CA",46,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,4340,"Dendrobium Sp., CF","46","Box/Carton","Associated with cargo","N","N","N","Y","APSCA160347862001 (Indosuccinea tenella)","N","","Feb 4, 2016 12:37:43 PM",1,46,22
"1926","19583AC","Air Cargo",2016,"Perishable","ETH","NEW YORK","NY",3850,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3850,29
"1927","19588AC","Air Cargo",2016,"Perishable","THA","GRAND PRAIRIE","TX",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"1928","19589AC","Air Cargo",2016,"Perishable","NLD","ARLINGTON","TX",59,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59,23
"1929","19591AC","Air Cargo",2016,"Perishable","NLD","RIDGEFIELD","CT",43,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,21
"1930","19596AC","Air Cargo",2016,"Perishable","NLD","CHICAGO","IL",23,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,17
"1931","19601AC","Air Cargo",2016,"Perishable","NLD","ELK GROVE VILLAGE","IL",41,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,41,21
"1932","19602AC","Air Cargo",2016,"Perishable","NLD","MINNEAPOLIS","MN",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,16
"1933","19612AC","Air Cargo",2016,"Perishable","THA","EL GRANADA","CA",85,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85,25
"1934","19613AC","Air Cargo",2016,"Perishable","NLD","LOS ANGELES","CA",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Cymbidium sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"1935","19614AC","Air Cargo",2016,"Perishable","THA","LOS ANGELES","CA",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Mokara sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"1936","19615AC","Air Cargo",2016,"Perishable","THA","LOS ANGELES","CA",29,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,19
"1937","19617AC","Air Cargo",2016,"Perishable","GBR","ARLINGTON","TX",61,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Narcissus sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,4346,"Narcissus sp., CF","23","Box/Carton","Associated with cargo","N","N","N","Y","APHTX160357900001 (SYRPHIDAE SP. OF)","N","","Feb 12, 2016 8:57:11 AM",1,61,23
"1938","19618AC","Air Cargo",2016,"Perishable","ITA","ARLINGTON","TX",44,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,21
"1939","19628AC","Air Cargo",2016,"Perishable","NLD","LEXINGTON","MA",82,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,82,24
"1940","19633AC","Air Cargo",2016,"Perishable","THA","LOS ANGELES","CA",27,"Box/Carton",18,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,18
"1941","19641AC","Air Cargo",2015,"Perishable","ETH","LOS ANGELES","CA",141,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,141,26
"1942","19656AC","Air Cargo",2016,"Perishable","THA","LOS ANGELES","CA",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"1943","19661AC","Air Cargo",2016,"Perishable","TUR","MERRIMAC","MA",70,"Stems",1,"Box/Carton","Hypergeometric Sample","N","","Mokara sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1944","19662AC","Air Cargo",2016,"Perishable","THA","KATY","TX",31,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,19
"1945","19668AC","Air Cargo",2016,"Perishable","MYS","NEW YORK","NY",37,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37,20
"1946","19673AC","Air Cargo",2016,"Perishable","NLD","ARLINGTON","TX",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"1947","19692AC","Air Cargo",2016,"Perishable","GTM","DALLAS","TX",23,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,17
"1948","19696AC","Air Cargo",2016,"Perishable","NLD","ARLINGTON","TX",17,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,14
"1949","19699AC","Air Cargo",2016,"Perishable","THA","EL GRANADA","CA",87,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,87,25
"1950","19701AC","Air Cargo",2016,"Perishable","THA","HOUSTON","TX",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"1951","19702AC","Air Cargo",2016,"Perishable","THA","KATY","TX",22,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,16
"1952","19708AC","Air Cargo",2016,"Perishable","THA","GRAND PRAIRIE","TX",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"1953","19709AC","Air Cargo",2016,"Perishable","KEN","DALLAS","TX",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"1954","19713AC","Air Cargo",2016,"Perishable","ITA","INGLEWOOD","CA",40,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Ruscus sp.,  CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,21
"1955","19714AC","Air Cargo",2016,"Perishable","NLD","ARLINGTON","TX",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"1956","19724AC","Air Cargo",2016,"Perishable","ETH","NEW YORK","NY",2533,"Box/Carton",29,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2533,29
"1957","19735AC","Air Cargo",2016,"Perishable","NLD","ARLINGTON","TX",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"1958","19739AC","Air Cargo",2016,"Perishable","THA","HOUSTON","TX",19,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,15
"1959","19743AC","Air Cargo",2016,"Perishable","NLD","RIDGEFIELD","CT",26,"Box/Carton",18,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,18
"1960","19744AC","Air Cargo",2016,"Perishable","NLD","RIDGEFIELD","CT",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Hyacinthus sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"1961","19746AC","Air Cargo",2016,"Perishable","NLD","MCADOO","PA",240,"Box/Carton",27,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","NJ Newark Air Cargo CBP",4601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240,27
"1962","19752AC","Air Cargo",2016,"Perishable","NLD","MCADOO","PA",240,"Box/Carton",27,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","NJ Newark Air Cargo CBP",4601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240,27
"1963","19762AC","Air Cargo",2016,"Perishable","GTM","DALLAS","TX",58,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,58,23
"1964","19766AC","Air Cargo",2016,"Perishable","THA","KATY","TX",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,16
"1965","19771AC","Air Cargo",2016,"Perishable","THA","INGLEWOOD","CA",170,"Box/Carton",27,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,170,27
"1966","19785AC","Air Cargo",2016,"Perishable","THA","GRAND PRAIRIE","TX",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
